file_a,file_b,cochange_count,jaccard
app/admin/audit-logs/page.tsx,app/page.tsx,4,0.250000
app/admin/audit-logs/page.tsx,app/profile/settings/page.tsx,2,0.181818
app/admin/audit-logs/page.tsx,app/shop/page.tsx,4,0.285714
app/admin/audit-logs/page.tsx,components/FloatingChatButton.tsx,2,0.153846
app/admin/audit-logs/page.tsx,components/HeroBannerClient.tsx,2,0.105263
app/admin/audit-logs/page.tsx,components/Navbar.tsx,5,0.217391
app/admin/audit-logs/page.tsx,components/NavigationDrawer.tsx,3,0.230769
app/admin/audit-logs/page.tsx,components/NewsSection.tsx,3,0.200000
app/admin/audit-logs/page.tsx,lib/actions/user.ts,2,0.181818
app/admin/audit-logs/page.tsx,lib/swal.ts,3,0.230769
app/admin/audit-logs/page.tsx,lib/validations/profile.ts,2,0.166667
app/api/register/route.ts,app/login/LoginForm.tsx,2,0.285714
app/api/register/route.ts,app/register/RegisterForm.tsx,2,0.285714
app/api/register/route.ts,auth.ts,2,0.400000
app/api/register/route.ts,lib/validations/auth.ts,2,0.333333
app/layout.tsx,app/profile/settings/page.tsx,2,0.142857
app/layout.tsx,components/FloatingChatButton.tsx,4,0.285714
app/layout.tsx,components/Footer.tsx,3,0.214286
app/layout.tsx,components/HeroBannerClient.tsx,4,0.200000
app/layout.tsx,components/Navbar.tsx,7,0.291667
app/layout.tsx,components/NavigationDrawer.tsx,3,0.187500
app/layout.tsx,components/NewsSection.tsx,3,0.166667
app/layout.tsx,lib/swal.ts,3,0.187500
app/login/LoginForm.tsx,app/register/RegisterForm.tsx,3,0.600000
app/login/LoginForm.tsx,auth.ts,2,0.500000
app/page.tsx,app/profile/settings/page.tsx,2,0.181818
app/page.tsx,components/HeroBannerClient.tsx,4,0.235294
app/page.tsx,components/Navbar.tsx,7,0.333333
app/page.tsx,components/NavigationDrawer.tsx,2,0.142857
app/page.tsx,components/NewsSection.tsx,5,0.384615
app/page.tsx,lib/swal.ts,3,0.230769
app/profile/settings/page.tsx,app/shop/page.tsx,2,0.222222
app/profile/settings/page.tsx,components/FloatingChatButton.tsx,2,0.333333
app/profile/settings/page.tsx,components/Navbar.tsx,3,0.166667
app/profile/settings/page.tsx,components/NavigationDrawer.tsx,2,0.285714
app/profile/settings/page.tsx,lib/actions/user.ts,2,0.500000
app/profile/settings/page.tsx,lib/validations/profile.ts,2,0.400000
app/register/RegisterForm.tsx,auth.ts,2,0.500000
app/shop/page.tsx,components/HeroBannerClient.tsx,2,0.117647
app/shop/page.tsx,components/Navbar.tsx,3,0.130435
app/shop/page.tsx,components/NavigationDrawer.tsx,3,0.272727
app/shop/page.tsx,lib/swal.ts,3,0.272727
app/shop/page.tsx,lib/validations/auth.ts,2,0.222222
components/FloatingChatButton.tsx,components/Footer.tsx,3,0.500000
components/FloatingChatButton.tsx,components/HeroBannerClient.tsx,3,0.230769
components/FloatingChatButton.tsx,components/Navbar.tsx,4,0.210526
components/FloatingChatButton.tsx,components/NavigationDrawer.tsx,3,0.375000
components/FloatingChatButton.tsx,components/NewsSection.tsx,3,0.300000
components/FloatingChatButton.tsx,lib/actions/user.ts,2,0.333333
components/FloatingChatButton.tsx,lib/validations/profile.ts,2,0.285714
components/Footer.tsx,components/HeroBannerClient.tsx,4,0.363636
components/Footer.tsx,components/Navbar.tsx,3,0.157895
components/Footer.tsx,components/NewsSection.tsx,3,0.333333
components/HeroBannerClient.tsx,components/Navbar.tsx,6,0.260870
components/HeroBannerClient.tsx,components/NavigationDrawer.tsx,2,0.133333
components/HeroBannerClient.tsx,components/NewsSection.tsx,5,0.357143
components/HeroBannerClient.tsx,lib/swal.ts,4,0.307692
components/Navbar.tsx,components/NavigationDrawer.tsx,4,0.200000
components/Navbar.tsx,components/NewsSection.tsx,8,0.444444
components/Navbar.tsx,lib/actions/user.ts,2,0.105263
components/Navbar.tsx,lib/swal.ts,3,0.142857
components/Navbar.tsx,lib/validations/profile.ts,4,0.222222
components/NavigationDrawer.tsx,lib/actions/user.ts,2,0.285714
components/NavigationDrawer.tsx,lib/validations/profile.ts,2,0.250000
components/NewsSection.tsx,lib/swal.ts,3,0.272727
lib/actions/user.ts,lib/validations/profile.ts,2,0.400000
app/admin/products/[id]/edit/page.tsx,app/admin/products/new/page.tsx,8,0.888889
app/admin/products/[id]/edit/page.tsx,app/api/products/[id]/route.ts,7,0.583333
app/admin/products/[id]/edit/page.tsx,app/api/products/route.ts,7,0.538462
app/admin/products/[id]/edit/page.tsx,app/product/[id]/page.tsx,4,0.363636
app/admin/products/[id]/edit/page.tsx,components/FeaturedProducts.tsx,7,0.411765
app/admin/products/[id]/edit/page.tsx,components/GachaRhombus.tsx,3,0.200000
app/admin/products/[id]/edit/page.tsx,components/ProductActions.tsx,2,0.181818
app/admin/products/[id]/edit/page.tsx,components/ProductCard.tsx,6,0.545455
app/admin/products/[id]/edit/page.tsx,components/ProductGallery.tsx,3,0.300000
app/admin/products/[id]/edit/page.tsx,components/SaleProducts.tsx,6,0.352941
app/admin/products/[id]/edit/page.tsx,components/cart/CartSheet.tsx,3,0.300000
app/admin/products/[id]/edit/page.tsx,lib/db/schema.ts,2,0.166667
app/admin/products/new/page.tsx,app/api/products/[id]/route.ts,6,0.500000
app/admin/products/new/page.tsx,app/api/products/route.ts,6,0.461538
app/admin/products/new/page.tsx,app/product/[id]/page.tsx,4,0.400000
app/admin/products/new/page.tsx,components/FeaturedProducts.tsx,7,0.437500
app/admin/products/new/page.tsx,components/GachaRhombus.tsx,2,0.133333
app/admin/products/new/page.tsx,components/ProductActions.tsx,2,0.200000
app/admin/products/new/page.tsx,components/ProductCard.tsx,6,0.600000
app/admin/products/new/page.tsx,components/ProductGallery.tsx,3,0.333333
app/admin/products/new/page.tsx,components/SaleProducts.tsx,6,0.375000
app/admin/products/new/page.tsx,components/cart/CartSheet.tsx,3,0.333333
app/api/products/[id]/route.ts,app/product/[id]/page.tsx,3,0.230769
app/api/products/[id]/route.ts,components/FeaturedProducts.tsx,6,0.315789
app/api/products/[id]/route.ts,components/GachaRhombus.tsx,3,0.187500
app/api/products/[id]/route.ts,components/ProductCard.tsx,5,0.384615
app/api/products/[id]/route.ts,components/ProductGallery.tsx,3,0.272727
app/api/products/[id]/route.ts,components/SaleProducts.tsx,5,0.263158
app/api/products/[id]/route.ts,components/cart/CartSheet.tsx,3,0.272727
app/api/products/[id]/route.ts,lib/db/schema.ts,2,0.153846
app/api/products/route.ts,app/login/LoginForm.tsx,2,0.153846
app/api/products/route.ts,app/product/[id]/page.tsx,3,0.214286
app/api/products/route.ts,app/register/RegisterForm.tsx,2,0.153846
app/api/products/route.ts,components/FeaturedProducts.tsx,6,0.300000
app/api/products/route.ts,components/GachaRhombus.tsx,3,0.176471
app/api/products/route.ts,components/ProductCard.tsx,5,0.357143
app/api/products/route.ts,components/ProductGallery.tsx,3,0.250000
app/api/products/route.ts,components/SaleProducts.tsx,5,0.250000
app/api/products/route.ts,components/cart/CartSheet.tsx,3,0.250000
app/api/products/route.ts,lib/db/schema.ts,2,0.142857
app/product/[id]/page.tsx,components/FeaturedProducts.tsx,4,0.235294
app/product/[id]/page.tsx,components/GachaRhombus.tsx,3,0.250000
app/product/[id]/page.tsx,components/ProductActions.tsx,2,0.250000
app/product/[id]/page.tsx,components/ProductCard.tsx,4,0.400000
app/product/[id]/page.tsx,components/ProductGallery.tsx,4,0.666667
app/product/[id]/page.tsx,components/SaleProducts.tsx,4,0.250000
app/product/[id]/page.tsx,components/cart/CartSheet.tsx,3,0.428571
app/product/[id]/page.tsx,lib/db/schema.ts,2,0.222222
components/BuyButton.tsx,components/FeaturedProducts.tsx,5,0.333333
components/BuyButton.tsx,components/ProductActions.tsx,3,0.500000
components/BuyButton.tsx,components/ProductCard.tsx,3,0.300000
components/BuyButton.tsx,components/SaleProducts.tsx,5,0.357143
components/FeaturedProducts.tsx,components/GachaRhombus.tsx,2,0.090909
components/FeaturedProducts.tsx,components/ProductActions.tsx,4,0.266667
components/FeaturedProducts.tsx,components/ProductCard.tsx,8,0.533333
components/FeaturedProducts.tsx,components/ProductGallery.tsx,3,0.187500
components/FeaturedProducts.tsx,components/SaleProducts.tsx,14,0.933333
components/FeaturedProducts.tsx,components/cart/CartSheet.tsx,3,0.187500
components/GachaGridMachine.tsx,components/GachaRhombus.tsx,2,0.222222
components/GachaRhombus.tsx,components/ProductActions.tsx,2,0.181818
components/GachaRhombus.tsx,components/ProductCard.tsx,2,0.133333
components/GachaRhombus.tsx,components/ProductGallery.tsx,2,0.181818
components/GachaRhombus.tsx,components/SaleProducts.tsx,2,0.095238
components/GachaRhombus.tsx,lib/db/schema.ts,2,0.166667
components/ProductActions.tsx,components/ProductCard.tsx,4,0.500000
components/ProductActions.tsx,components/SaleProducts.tsx,4,0.285714
components/ProductCard.tsx,components/ProductGallery.tsx,3,0.333333
components/ProductCard.tsx,components/SaleProducts.tsx,8,0.571429
components/ProductCard.tsx,components/cart/CartSheet.tsx,3,0.333333
components/ProductGallery.tsx,components/SaleProducts.tsx,3,0.200000
components/ProductGallery.tsx,components/cart/CartSheet.tsx,3,0.600000
components/SaleProducts.tsx,components/cart/CartSheet.tsx,3,0.200000
app/admin/help/page.tsx,app/api/admin/help/[id]/route.ts,3,0.500000
app/admin/help/page.tsx,app/help/page.tsx,3,0.600000
app/api/admin/help/[id]/route.ts,app/help/page.tsx,3,0.375000
app/api/admin/help/[id]/route.ts,lib/validations/content.ts,2,0.222222
lib/db/schema.ts,lib/validations/content.ts,2,0.250000
app/admin/audit-logs/page.tsx,app/admin/roles/page.tsx,7,0.636364
app/admin/audit-logs/page.tsx,app/api/admin/audit-logs/route.ts,4,0.333333
app/admin/audit-logs/page.tsx,lib/auditLog.ts,4,0.333333
app/admin/roles/page.tsx,app/api/admin/audit-logs/route.ts,2,0.166667
app/admin/roles/page.tsx,lib/auditLog.ts,2,0.166667
app/api/admin/audit-logs/route.ts,lib/auditLog.ts,4,0.500000
app/api/admin/audit-logs/route.ts,lib/permissions.ts,2,0.333333
app/admin/footer-links/page.tsx,app/admin/news/page.tsx,5,0.357143
app/admin/footer-links/page.tsx,app/admin/popups/page.tsx,3,0.272727
app/admin/footer-links/page.tsx,app/api/admin/footer-links/[id]/route.ts,3,0.500000
app/admin/footer-links/page.tsx,lib/validations/content.ts,2,0.250000
app/admin/footer-links/page.tsx,tests/lib/serverImageUpload.test.ts,2,0.285714
app/admin/news/page.tsx,app/admin/popups/page.tsx,9,0.642857
app/admin/news/page.tsx,app/api/admin/footer-links/[id]/route.ts,3,0.200000
app/admin/news/page.tsx,lib/validations/content.ts,3,0.187500
app/admin/news/page.tsx,package.json,5,0.208333
app/admin/news/page.tsx,tests/lib/serverImageUpload.test.ts,3,0.200000
app/admin/popups/page.tsx,lib/validations/content.ts,2,0.166667
app/admin/popups/page.tsx,package.json,3,0.142857
app/admin/popups/page.tsx,tests/lib/serverImageUpload.test.ts,3,0.300000
app/api/admin/footer-links/[id]/route.ts,lib/validations/content.ts,2,0.285714
lib/validations/content.ts,tests/lib/serverImageUpload.test.ts,2,0.285714
app/admin/gacha-machines/[id]/edit/page.tsx,app/admin/gacha-machines/page.tsx,4,0.571429
app/admin/gacha-machines/[id]/edit/page.tsx,app/api/admin/gacha-machines/upload-image/route.ts,2,0.400000
app/admin/gacha-machines/[id]/edit/page.tsx,app/api/admin/gacha-rewards/upload-image/route.ts,2,0.285714
app/admin/gacha-machines/[id]/edit/page.tsx,app/api/upload/route.ts,2,0.250000
app/admin/gacha-machines/[id]/edit/page.tsx,lib/serverImageUpload.ts,2,0.400000
app/admin/gacha-machines/[id]/edit/page.tsx,tests/lib/serverImageUpload.test.ts,2,0.333333
app/admin/gacha-machines/page.tsx,app/api/admin/gacha-machines/upload-image/route.ts,2,0.250000
app/admin/gacha-machines/page.tsx,app/api/admin/gacha-rewards/upload-image/route.ts,2,0.200000
app/admin/gacha-machines/page.tsx,app/api/profile/upload-image/route.ts,2,0.285714
app/admin/gacha-machines/page.tsx,app/api/upload/route.ts,2,0.181818
app/admin/gacha-machines/page.tsx,components/admin/ProductTable.tsx,2,0.153846
app/admin/gacha-machines/page.tsx,lib/serverImageUpload.ts,3,0.428571
app/admin/gacha-machines/page.tsx,tests/lib/serverImageUpload.test.ts,3,0.375000
app/api/admin/gacha-machines/[id]/route.ts,app/api/admin/gacha-machines/route.ts,2,0.666667
app/api/admin/gacha-machines/[id]/route.ts,app/api/admin/gacha-rewards/[id]/route.ts,2,0.500000
app/api/admin/gacha-machines/[id]/route.ts,app/api/admin/gacha-rewards/route.ts,2,0.400000
app/api/admin/gacha-machines/route.ts,app/api/admin/gacha-rewards/[id]/route.ts,2,0.400000
app/api/admin/gacha-machines/route.ts,app/api/admin/gacha-rewards/route.ts,3,0.600000
app/api/admin/gacha-machines/upload-image/route.ts,app/api/admin/gacha-rewards/upload-image/route.ts,3,0.600000
app/api/admin/gacha-machines/upload-image/route.ts,app/api/upload/route.ts,3,0.500000
app/api/admin/gacha-machines/upload-image/route.ts,lib/serverImageUpload.ts,2,0.500000
app/api/admin/gacha-machines/upload-image/route.ts,tests/lib/serverImageUpload.test.ts,2,0.400000
app/api/admin/gacha-rewards/[id]/route.ts,app/api/admin/gacha-rewards/route.ts,4,0.800000
app/api/admin/gacha-rewards/[id]/route.ts,app/api/admin/gacha-rewards/upload-image/route.ts,3,0.500000
app/api/admin/gacha-rewards/[id]/route.ts,app/api/gacha/roll/route.ts,3,0.500000
app/api/admin/gacha-rewards/[id]/route.ts,components/GachaRhombus.tsx,3,0.300000
app/api/admin/gacha-rewards/route.ts,app/api/admin/gacha-rewards/upload-image/route.ts,3,0.428571
app/api/admin/gacha-rewards/route.ts,app/api/gacha/roll/route.ts,3,0.428571
app/api/admin/gacha-rewards/route.ts,components/GachaRhombus.tsx,3,0.272727
app/api/admin/gacha-rewards/upload-image/route.ts,app/api/gacha/roll/route.ts,3,0.428571
app/api/admin/gacha-rewards/upload-image/route.ts,app/api/upload/route.ts,3,0.375000
app/api/admin/gacha-rewards/upload-image/route.ts,components/GachaRhombus.tsx,3,0.272727
app/api/admin/gacha-rewards/upload-image/route.ts,lib/serverImageUpload.ts,2,0.333333
app/api/admin/gacha-rewards/upload-image/route.ts,tests/lib/serverImageUpload.test.ts,2,0.285714
app/api/gacha/roll/route.ts,components/GachaRhombus.tsx,3,0.272727
app/api/profile/upload-image/route.ts,components/admin/ProductTable.tsx,2,0.250000
app/api/profile/upload-image/route.ts,lib/serverImageUpload.ts,2,0.666667
app/api/profile/upload-image/route.ts,tests/lib/serverImageUpload.test.ts,2,0.500000
app/api/upload/route.ts,lib/serverImageUpload.ts,2,0.285714
app/api/upload/route.ts,tests/lib/serverImageUpload.test.ts,2,0.250000
components/GachaRhombus.tsx,components/admin/ProductTable.tsx,3,0.214286
components/admin/ProductTable.tsx,lib/serverImageUpload.ts,2,0.222222
components/admin/ProductTable.tsx,tests/lib/serverImageUpload.test.ts,2,0.200000
lib/serverImageUpload.ts,tests/lib/serverImageUpload.test.ts,3,0.750000
app/admin/users/AdminUsersClient.tsx,app/admin/users/page.tsx,3,0.428571
app/admin/users/AdminUsersClient.tsx,app/api/admin/users/[id]/route.ts,3,0.272727
app/admin/users/page.tsx,app/api/admin/users/[id]/route.ts,3,0.428571
README.md,next.config.ts,2,0.400000
README.md,package.json,2,0.133333
app/api/admin/auto-delete/run/route.ts,package.json,2,0.125000
app/api/topup/route.ts,lib/auth.ts,2,0.222222
app/api/topup/route.ts,lib/utils/date.ts,2,0.250000
app/api/topup/route.ts,package.json,4,0.210526
lib/auth.ts,lib/utils/date.ts,2,0.666667
lib/auth.ts,package.json,2,0.125000
lib/utils/date.ts,package.json,2,0.133333
package.json,scripts/run-next-dev.mjs,2,0.133333
app/admin/audit-logs/page.tsx,app/admin/footer-links/page.tsx,2,0.153846
app/admin/audit-logs/page.tsx,app/admin/news/page.tsx,6,0.333333
app/admin/audit-logs/page.tsx,app/admin/popups/page.tsx,6,0.461538
app/admin/audit-logs/page.tsx,app/admin/products/[id]/edit/page.tsx,4,0.266667
app/admin/audit-logs/page.tsx,app/admin/products/new/page.tsx,4,0.285714
app/admin/audit-logs/page.tsx,app/admin/settings/page.tsx,4,0.285714
app/admin/audit-logs/page.tsx,app/admin/users/AdminUsersClient.tsx,4,0.307692
app/admin/audit-logs/page.tsx,app/api/admin/roles/[id]/route.ts,3,0.300000
app/admin/audit-logs/page.tsx,app/api/featured-products/route.ts,3,0.250000
app/admin/audit-logs/page.tsx,app/api/products/[id]/route.ts,3,0.176471
app/admin/audit-logs/page.tsx,app/api/products/route.ts,3,0.166667
app/admin/audit-logs/page.tsx,app/api/topup/route.ts,3,0.200000
app/admin/audit-logs/page.tsx,app/dashboard/topup/page.tsx,4,0.307692
app/admin/audit-logs/page.tsx,components/FeaturedProducts.tsx,8,0.470588
app/admin/audit-logs/page.tsx,components/PurchasedItem.tsx,4,0.285714
app/admin/audit-logs/page.tsx,components/admin/AdminSidebar.tsx,4,0.250000
app/admin/audit-logs/page.tsx,components/admin/ProductTable.tsx,2,0.125000
app/admin/audit-logs/page.tsx,components/admin/SlipTable.tsx,2,0.200000
app/admin/audit-logs/page.tsx,lib/cache.ts,3,0.300000
app/admin/footer-links/page.tsx,app/admin/products/[id]/edit/page.tsx,4,0.400000
app/admin/footer-links/page.tsx,app/admin/products/new/page.tsx,4,0.444444
app/admin/footer-links/page.tsx,app/admin/roles/page.tsx,2,0.181818
app/admin/footer-links/page.tsx,app/admin/settings/page.tsx,2,0.181818
app/admin/footer-links/page.tsx,app/admin/users/AdminUsersClient.tsx,4,0.500000
app/admin/footer-links/page.tsx,app/api/products/[id]/route.ts,3,0.250000
app/admin/footer-links/page.tsx,app/api/products/route.ts,3,0.230769
app/admin/footer-links/page.tsx,app/dashboard/topup/page.tsx,2,0.200000
app/admin/footer-links/page.tsx,components/FeaturedProducts.tsx,4,0.250000
app/admin/footer-links/page.tsx,components/FloatingChatButton.tsx,3,0.428571
app/admin/footer-links/page.tsx,components/Navbar.tsx,4,0.210526
app/admin/footer-links/page.tsx,components/NavigationDrawer.tsx,2,0.222222
app/admin/footer-links/page.tsx,components/PurchasedItem.tsx,4,0.444444
app/admin/footer-links/page.tsx,components/admin/AdminSidebar.tsx,4,0.363636
app/admin/footer-links/page.tsx,components/admin/ProductTable.tsx,4,0.444444
app/admin/footer-links/page.tsx,components/admin/SlipTable.tsx,2,0.400000
app/admin/gacha-machines/page.tsx,app/admin/news/page.tsx,3,0.166667
app/admin/gacha-machines/page.tsx,app/admin/popups/page.tsx,3,0.230769
app/admin/gacha-machines/page.tsx,app/admin/products/[id]/edit/page.tsx,2,0.142857
app/admin/gacha-machines/page.tsx,app/admin/products/new/page.tsx,2,0.153846
app/admin/gacha-machines/page.tsx,app/admin/settings/page.tsx,2,0.153846
app/admin/gacha-machines/page.tsx,app/api/topup/route.ts,2,0.153846
app/admin/gacha-machines/page.tsx,app/dashboard/topup/page.tsx,2,0.166667
app/admin/gacha-machines/page.tsx,components/Navbar.tsx,3,0.136364
app/admin/news/page.tsx,app/admin/products/[id]/edit/page.tsx,7,0.437500
app/admin/news/page.tsx,app/admin/products/new/page.tsx,7,0.466667
app/admin/news/page.tsx,app/admin/products/page.tsx,3,0.187500
app/admin/news/page.tsx,app/admin/roles/page.tsx,6,0.375000
app/admin/news/page.tsx,app/admin/settings/page.tsx,6,0.375000
